Ne,h2,N,rep,R2_random,R2_full
Ne20,0.5,10000,15,0.9106455279081656,0.9294062187718212
Ne20,0.5,10000,14,0.9144773735063054,0.9271938459370811
Ne20,0.5,10000,17,0.9104743559333673,0.9291178474826588
Ne20,0.5,10000,18,0.9214411310050246,0.927699061878675
Ne20,0.5,10000,22,0.889594781566163,0.9030399933961455
Ne20,0.5,10000,16,0.9255044030442505,0.9375736321196991
Ne20,0.5,10000,19,0.9249703642163752,0.9450126572684501
Ne20,0.5,10000,20,0.9301629676536263,0.9412090484687101
Ne20,0.5,10000,27,0.912069826617396,0.9238964453944649
Ne20,0.5,10000,23,0.9265028561698786,0.9319439543053363
Ne20,0.5,10000,29,0.9209528531036795,0.9343806200286343
Ne20,0.5,10000,26,0.9001683092611262,0.9155522479245255
Ne20,0.5,10000,25,0.9174794739310551,0.9319407010048801
Ne20,0.5,10000,30,0.890809910899778,0.9009496136311709
Ne20,0.5,10000,24,0.922113782534291,0.9351959222296613
Ne20,0.5,10000,35,0.9173080766686361,0.9307312259326673
Ne20,0.5,10000,31,0.9158885892023859,0.9256332990746435
Ne20,0.5,10000,38,0.9029278538789843,0.9107057190596457
Ne20,0.5,10000,28,0.9186167033741586,0.9256293633322307
Ne20,0.5,10000,33,0.9401781587906731,0.946473178332284
Ne20,0.5,10000,41,0.918043991282204,0.9263182839222015
Ne20,0.5,10000,39,0.9167841310586627,0.9245709950858518
Ne20,0.5,10000,21,0.9170122113415753,0.9312324977194951
Ne20,0.5,10000,32,0.9069706850330364,0.920413107327894
Ne20,0.5,10000,34,0.908728711641787,0.9232024399246216
Ne20,0.5,10000,42,0.9342999459314861,0.9419316166738239
Ne20,0.5,10000,37,0.924814500037398,0.9342060752874075
Ne20,0.5,10000,36,0.9230886604791982,0.936371601545553
Ne20,0.5,10000,48,0.9226549375110783,0.9340233900161391
Ne20,0.5,10000,40,0.8902760570491665,0.9008246742359174
Ne20,0.5,10000,44,0.915392479055469,0.9264105912418833
Ne20,0.5,10000,47,0.9023728791850423,0.9161845230487045
Ne20,0.5,10000,43,0.9055898620094524,0.9165947643618091
Ne20,0.5,10000,46,0.9163834557613756,0.9298005906049351
Ne20,0.5,10000,49,0.9231230789500028,0.9338381415725121
Ne20,0.5,10000,50,0.9118158001717581,0.9262168132159141
Ne20,0.5,10000,45,0.9148848838237348,0.9180362574727093
Ne20,0.5,10000,51,0.9316269182184704,0.9401576974641586
Ne20,0.5,10000,56,0.9280574220587394,0.93936496340159
Ne20,0.5,10000,53,0.8987641186385157,0.9116002533381645
Ne20,0.5,10000,52,0.9093085942074879,0.925452038227353
Ne20,0.5,10000,54,0.9006008218806807,0.9110671247295398
Ne20,0.5,10000,55,0.9178460904770851,0.9303531604328966
Ne20,0.5,10000,58,0.9195331983745498,0.9238433266657793
Ne20,0.5,10000,59,0.901067579962775,0.9151694214897026
Ne20,0.5,10000,57,0.9309758083789594,0.9368554977593893
Ne20,0.5,10000,60,0.9101692872744094,0.9243371412608127
Ne20,0.5,10000,63,0.9285650645397123,0.9322080963845387
Ne20,0.5,10000,64,0.8975742888823187,0.9168407070525961
Ne20,0.5,10000,61,0.9303691619451414,0.936012707795119
Ne20,0.5,10000,69,0.928761373511758,0.9376425706157222
Ne20,0.5,10000,68,0.9133026941736068,0.9309895200439129
Ne20,0.5,10000,62,0.9228246832473964,0.9408240861816104
Ne20,0.5,10000,66,0.9220627302457297,0.9344000411961213
Ne20,0.5,10000,67,0.8978615083430085,0.9163807577059002
Ne20,0.5,10000,65,0.924695806230409,0.9345099892894767
Ne20,0.5,10000,70,0.9093468423889733,0.9213938072024961
Ne20,0.5,10000,73,0.8949765056274191,0.9168809261968759
