Ne,N,h2,beta2,replicate,empirical_ncp
100,10000,0.3,0.01,87,46.53980547550727
100,10000,0.3,0.01,88,45.777527656073964
100,10000,0.3,0.01,89,52.79052432270525
100,10000,0.3,0.01,90,47.069656948293165
100,10000,0.3,0.01,91,46.314696796296246
100,10000,0.3,0.01,92,50.75988159567462
100,10000,0.3,0.01,93,44.10514425301055
100,10000,0.3,0.01,94,63.334411774340666
100,10000,0.3,0.01,95,53.19941886311672
100,10000,0.3,0.01,96,51.16625786455332
100,10000,0.3,0.01,97,51.11774853370857
100,10000,0.3,0.01,98,41.76545171497154
100,10000,0.3,0.01,99,60.96731741459557
100,10000,0.3,0.01,100,56.76073254740114
100,20000,0.3,0.01,1,86.61240449903542
100,20000,0.3,0.01,2,84.96045367806288
100,20000,0.3,0.01,3,68.73197971920656
100,20000,0.3,0.01,4,71.31606808756882
100,20000,0.3,0.01,5,78.29054678946495
100,20000,0.3,0.01,6,92.25186510766596
100,20000,0.3,0.01,7,87.64399092597162
100,20000,0.3,0.01,8,78.71917501502057
100,20000,0.3,0.01,9,96.43684254399497
100,20000,0.3,0.01,10,74.54315333867429
100,20000,0.3,0.01,11,68.27131398810158
100,20000,0.3,0.01,12,72.99315278036647
100,20000,0.3,0.01,13,82.30777594699785
100,20000,0.3,0.01,14,83.13172528641823
100,20000,0.3,0.01,15,85.54821000828306
100,20000,0.3,0.01,16,69.16075597776836
100,20000,0.3,0.01,17,91.00571956291563
100,20000,0.3,0.01,18,76.40125347851577
100,20000,0.3,0.01,19,84.8026862734537
100,20000,0.3,0.01,20,72.28012967049766
100,20000,0.3,0.01,21,88.8002642158988
100,20000,0.3,0.01,22,82.62815199116022
100,20000,0.3,0.01,23,76.03733951877302
100,20000,0.3,0.01,24,79.8209059597593
100,20000,0.3,0.01,25,61.94090472500551
100,20000,0.3,0.01,26,71.1067461759899
100,20000,0.3,0.01,27,87.18723732788763
100,20000,0.3,0.01,28,83.1033381676666
100,20000,0.3,0.01,29,80.4509718690587
100,20000,0.3,0.01,30,81.93344991191064
100,20000,0.3,0.01,31,77.0122486526537
100,20000,0.3,0.01,32,69.99153335583726
100,20000,0.3,0.01,33,75.87291164683958
100,20000,0.3,0.01,34,93.11165184550747
100,20000,0.3,0.01,35,83.89388500929242
100,20000,0.3,0.01,36,65.78392890381012
100,20000,0.3,0.01,37,79.81120485026824
100,20000,0.3,0.01,38,88.99597788099784
100,20000,0.3,0.01,39,71.89191517647188
100,20000,0.3,0.01,40,92.0374983416171
100,20000,0.3,0.01,41,70.22430188957185
100,20000,0.3,0.01,42,73.52101977240633
100,20000,0.3,0.01,43,75.3560589790433
100,20000,0.3,0.01,44,76.56121821285603
100,20000,0.3,0.01,45,69.87072502862715
100,20000,0.3,0.01,46,71.37920129939447
100,20000,0.3,0.01,47,83.76876795775019
100,20000,0.3,0.01,48,78.061921608103
100,20000,0.3,0.01,49,86.04049646609667
100,20000,0.3,0.01,50,70.95108918139984
100,20000,0.3,0.01,51,71.28652285974661
100,20000,0.3,0.01,52,89.35710731869256
100,20000,0.3,0.01,53,70.56458036935665
100,20000,0.3,0.01,54,78.50690696577803
100,20000,0.3,0.01,55,73.18284925063156
100,20000,0.3,0.01,56,101.7789206981009
100,20000,0.3,0.01,57,89.038855388614
100,20000,0.3,0.01,58,70.90282117835565
100,20000,0.3,0.01,59,65.01878532772523
100,20000,0.3,0.01,60,92.66379120007261
100,20000,0.3,0.01,61,71.99065716004334
100,20000,0.3,0.01,62,80.50308541478742
100,20000,0.3,0.01,63,68.02492727724628
100,20000,0.3,0.01,64,83.54929116971229
100,20000,0.3,0.01,65,75.29754688631424
100,20000,0.3,0.01,66,89.03818442163502
100,20000,0.3,0.01,67,78.50475028732986
100,20000,0.3,0.01,68,71.74107657341241
100,20000,0.3,0.01,69,76.28555981775395
100,20000,0.3,0.01,70,87.13613329770791
100,20000,0.3,0.01,71,81.89981819312315
100,20000,0.3,0.01,72,79.75297041807906
100,20000,0.3,0.01,73,92.45029987109487
100,20000,0.3,0.01,74,80.14415068039267
100,20000,0.3,0.01,75,64.61460072192
100,20000,0.3,0.01,76,76.52536969556743
100,20000,0.3,0.01,77,78.39430303989408
100,20000,0.3,0.01,78,93.4840445468599
100,20000,0.3,0.01,79,79.0930565722289
100,20000,0.3,0.01,80,77.02781552853963
100,20000,0.3,0.01,81,80.31760039500503
100,20000,0.3,0.01,82,71.66442444736293
100,20000,0.3,0.01,83,82.41113440815704
100,20000,0.3,0.01,84,74.86812249400809
100,20000,0.3,0.01,85,87.26499864162699
100,20000,0.3,0.01,86,70.3527499698635
100,20000,0.3,0.01,87,88.63949712358904
100,20000,0.3,0.01,88,75.76716116849124
100,20000,0.3,0.01,89,78.05318860848926
100,20000,0.3,0.01,90,68.6650375353116
100,20000,0.3,0.01,91,88.3345877755733
100,20000,0.3,0.01,92,83.84713882713615
100,20000,0.3,0.01,93,80.95191404595946
100,20000,0.3,0.01,94,84.1062202947674
100,20000,0.3,0.01,95,72.94712242741178
100,20000,0.3,0.01,96,67.76666130550021
100,20000,0.3,0.01,97,76.34585734804259
100,20000,0.3,0.01,98,84.11477011766233
100,20000,0.3,0.01,99,75.05605252488768
100,20000,0.3,0.01,100,98.75686424251903
100,5000,0.3,0.01,1,40.79720592006082
100,5000,0.3,0.01,2,39.18622916100655
100,5000,0.3,0.01,3,43.569254730141694
100,5000,0.3,0.01,4,37.49268810678459
100,5000,0.3,0.01,5,30.817978097252187
100,5000,0.3,0.01,6,22.553657146668197
100,5000,0.3,0.01,7,23.170085213326736
100,5000,0.3,0.01,8,32.59299266835715
100,5000,0.3,0.01,9,33.55744436714359
100,5000,0.3,0.01,10,33.430132652788885
100,5000,0.3,0.01,11,29.33794805185363
100,5000,0.3,0.01,12,31.465079547201377
100,5000,0.3,0.01,13,32.107955163650345
100,5000,0.3,0.01,14,35.7582922261853
100,5000,0.3,0.01,15,30.910993393181535
100,5000,0.3,0.01,16,28.974680947876287
100,5000,0.3,0.01,17,38.508315945479666
100,5000,0.3,0.01,18,30.670551464273284
100,5000,0.3,0.01,19,28.948804105840424
100,5000,0.3,0.01,20,29.375913832301443
100,5000,0.3,0.01,21,37.8693332619633
100,5000,0.3,0.01,22,30.600981482966667
100,5000,0.3,0.01,23,26.94366590886141
100,5000,0.3,0.01,24,31.242302104420823
100,5000,0.3,0.01,25,31.096413563516805
100,5000,0.3,0.01,26,31.568472671143518
100,5000,0.3,0.01,27,34.9779760481383
100,5000,0.3,0.01,28,37.79201661552491
100,5000,0.3,0.01,29,34.02607173675686
100,5000,0.3,0.01,30,35.16807449797298
100,5000,0.3,0.01,31,33.782305032292925
100,5000,0.3,0.01,32,26.305419498435707
100,5000,0.3,0.01,33,41.94371059399915
100,5000,0.3,0.01,34,24.766898751636752
100,5000,0.3,0.01,35,33.99030525678532
100,5000,0.3,0.01,36,47.31230049815287
100,5000,0.3,0.01,37,36.2792424496559
100,5000,0.3,0.01,38,26.783345747506893
100,5000,0.3,0.01,39,41.253534615579966
100,5000,0.3,0.01,40,34.77619152952461
100,5000,0.3,0.01,41,38.28506284160007
100,5000,0.3,0.01,42,37.51970637180851
100,5000,0.3,0.01,43,48.42702510609924
100,5000,0.3,0.01,44,36.250507831199684
100,5000,0.3,0.01,45,41.908316400667424
100,5000,0.3,0.01,46,30.130288951046815
100,5000,0.3,0.01,47,35.7502105928716
100,5000,0.3,0.01,48,35.15172648109354
100,5000,0.3,0.01,49,34.57089158246647
100,5000,0.3,0.01,50,34.372772406711746
100,5000,0.3,0.01,51,38.4963313834224
100,5000,0.3,0.01,52,37.130244902084655
100,5000,0.3,0.01,53,34.41075666087696
100,5000,0.3,0.01,54,33.15316708308562
100,5000,0.3,0.01,55,31.968928645183595
100,5000,0.3,0.01,56,30.70715970939758
100,5000,0.3,0.01,57,38.082941398432816
100,5000,0.3,0.01,58,32.11260079122594
100,5000,0.3,0.01,59,37.999566857165135
100,5000,0.3,0.01,60,37.236846025547024
100,5000,0.3,0.01,61,40.950739354088455
100,5000,0.3,0.01,62,37.06737957462477
100,5000,0.3,0.01,63,42.338710002124834
100,5000,0.3,0.01,64,26.37925777704936
100,5000,0.3,0.01,65,29.823514799978955
100,5000,0.3,0.01,66,37.48035471430613
100,5000,0.3,0.01,67,35.641983412180636
100,5000,0.3,0.01,68,33.47369533220999
100,5000,0.3,0.01,69,33.65500174241248
100,5000,0.3,0.01,70,37.558988792096
100,5000,0.3,0.01,71,32.43486705598648
100,5000,0.3,0.01,72,28.02042771098531
100,5000,0.3,0.01,73,36.80075700421162
100,5000,0.3,0.01,74,35.6969765945394
100,5000,0.3,0.01,75,41.47848886623302
100,5000,0.3,0.01,76,25.41389389546141
100,5000,0.3,0.01,77,27.588818111559515
100,5000,0.3,0.01,78,33.87907806974652
100,5000,0.3,0.01,79,26.922732431710365
100,5000,0.3,0.01,80,35.48323692704529
100,5000,0.3,0.01,81,33.378280423188684
100,5000,0.3,0.01,82,38.33576320150056
100,5000,0.3,0.01,83,37.24829232024835
100,5000,0.3,0.01,84,34.819008166415514
100,5000,0.3,0.01,85,38.92040390798779
100,5000,0.3,0.01,86,31.040474597735304
100,5000,0.3,0.01,87,32.97835086300542
100,5000,0.3,0.01,88,35.056175034435455
100,5000,0.3,0.01,89,38.59846581132782
100,5000,0.3,0.01,90,35.176888366177145
100,5000,0.3,0.01,91,38.9301195213817
100,5000,0.3,0.01,92,29.95105590639734
100,5000,0.3,0.01,93,36.227871325174725
100,5000,0.3,0.01,94,43.81377672898915
100,5000,0.3,0.01,95,30.746632120315724
100,5000,0.3,0.01,96,38.056370365163886
100,5000,0.3,0.01,97,25.981880710876062
100,5000,0.3,0.01,98,36.80774267566223
100,5000,0.3,0.01,99,29.357918754738375
100,5000,0.3,0.01,100,41.92482759756564
100,50000,0.3,0.01,1,134.67264594417824
100,50000,0.3,0.01,2,126.70837902016258
100,50000,0.3,0.01,3,138.6434396775893
100,50000,0.3,0.01,4,125.35330237082637
100,50000,0.3,0.01,5,127.92809350598472
100,50000,0.3,0.01,6,107.46349416159148
100,50000,0.3,0.01,7,134.4730460746305
100,50000,0.3,0.01,8,136.67310135777922
100,50000,0.3,0.01,9,117.65693397272939
100,50000,0.3,0.01,10,121.7118890032028
100,50000,0.3,0.01,11,115.57308898994313
100,50000,0.3,0.01,12,124.86648203132957
100,50000,0.3,0.01,13,133.25117444133312
100,50000,0.3,0.01,14,132.71940334695552
100,50000,0.3,0.01,15,122.85195398922437
100,50000,0.3,0.01,16,143.81208444430416
100,50000,0.3,0.01,17,117.03527141480026
100,50000,0.3,0.01,18,120.66740428754001
100,50000,0.3,0.01,19,124.05844604455442
100,50000,0.3,0.01,20,128.76879918876398
100,50000,0.3,0.01,21,101.10076366555091
100,50000,0.3,0.01,22,139.2070138007427
100,50000,0.3,0.01,23,112.16805286340882
100,50000,0.3,0.01,24,129.07619907799577
100,50000,0.3,0.01,25,117.57498855424498
100,50000,0.3,0.01,26,118.58235405012445
100,50000,0.3,0.01,27,132.24291822357867
100,50000,0.3,0.01,28,132.19893595643447
100,50000,0.3,0.01,29,104.09393822732912
100,50000,0.3,0.01,30,135.69392507709853
100,50000,0.3,0.01,31,132.54985309964758
100,50000,0.3,0.01,32,122.4685370904889
100,50000,0.3,0.01,33,131.33160252719097
100,50000,0.3,0.01,34,121.51586077963945
100,50000,0.3,0.01,35,133.95858903443582
100,50000,0.3,0.01,36,116.98604701348776
100,50000,0.3,0.01,37,109.69888931015203
100,50000,0.3,0.01,38,120.44095835372177
100,50000,0.3,0.01,39,114.6556381726117
100,50000,0.3,0.01,40,120.92477293736465
100,50000,0.3,0.01,41,118.16337794474723
100,50000,0.3,0.01,42,122.42442022907562
100,50000,0.3,0.01,43,124.38967829352305
100,50000,0.3,0.01,44,130.45603520314143
100,50000,0.3,0.01,45,137.42466170524682
100,50000,0.3,0.01,46,126.42512728354623
100,50000,0.3,0.01,47,128.8267847664976
100,50000,0.3,0.01,48,121.62875117655139
100,50000,0.3,0.01,49,111.31756322569716
100,50000,0.3,0.01,50,123.02612540996452
100,50000,0.3,0.01,51,115.80214594348851
100,50000,0.3,0.01,52,133.47877548341967
100,50000,0.3,0.01,53,112.6949840909343
100,50000,0.3,0.01,54,133.51892147184637
100,50000,0.3,0.01,55,114.39083535792278
100,50000,0.3,0.01,56,125.31924770929204
100,50000,0.3,0.01,57,115.64117287229877
100,50000,0.3,0.01,58,121.60034972752469
100,50000,0.3,0.01,59,126.92085281941509
100,50000,0.3,0.01,60,107.64797229697425
100,50000,0.3,0.01,61,114.31556882314547
100,50000,0.3,0.01,62,136.03419933006813
100,50000,0.3,0.01,63,121.78364482259595
100,50000,0.3,0.01,64,125.80777207074755
100,50000,0.3,0.01,65,140.29140427465353
100,50000,0.3,0.01,66,143.5831909207951
100,50000,0.3,0.01,67,117.38986229731513
100,50000,0.3,0.01,68,116.4863714320372
100,50000,0.3,0.01,69,129.75252585457775
100,50000,0.3,0.01,70,113.54954117879772
100,50000,0.3,0.01,71,126.02034133947159
100,50000,0.3,0.01,72,119.9286556822719
100,50000,0.3,0.01,73,130.59771314135975
100,50000,0.3,0.01,74,140.14790730557993
100,50000,0.3,0.01,75,118.85186457244166
100,50000,0.3,0.01,76,127.06772306286655
100,50000,0.3,0.01,77,125.65297988900883
100,50000,0.3,0.01,78,126.79511295228403
100,50000,0.3,0.01,79,116.05666087104206
100,50000,0.3,0.01,80,120.10983204388035
100,50000,0.3,0.01,81,112.77308339331978
100,50000,0.3,0.01,82,142.79577030101137
100,50000,0.3,0.01,83,120.17237643926528
100,50000,0.3,0.01,84,113.85714431663362
100,50000,0.3,0.01,85,127.4103855013737
100,50000,0.3,0.01,86,121.17844701658514
100,50000,0.3,0.01,87,136.95163118364124
100,50000,0.3,0.01,88,118.39729652532617
100,50000,0.3,0.01,89,128.85394021354347
100,50000,0.3,0.01,90,101.9974079879916
100,50000,0.3,0.01,91,122.97285981120467
100,50000,0.3,0.01,92,103.90762053043503
100,50000,0.3,0.01,93,121.75036157392856
100,50000,0.3,0.01,94,121.09646504477158
100,50000,0.3,0.01,95,94.54206381611768
100,50000,0.3,0.01,96,121.249599022804
100,50000,0.3,0.01,97,121.98685876064712
100,50000,0.3,0.01,98,115.26115766155063
100,50000,0.3,0.01,99,124.38775779052176
100,50000,0.3,0.01,100,130.71142312633214
100,10000,0.5,0.001,1,3.6900121669372696
100,10000,0.5,0.001,2,4.7746629569035735
100,10000,0.5,0.001,3,4.919546091019024
100,10000,0.5,0.001,4,5.6682062178575805
100,10000,0.5,0.001,5,2.662399883516348
100,10000,0.5,0.001,6,4.804517478368344
100,10000,0.5,0.001,7,6.771394612776068
100,10000,0.5,0.001,8,4.209465109822938
100,10000,0.5,0.001,9,6.313191024939956
100,10000,0.5,0.001,10,6.344531177508844
100,10000,0.5,0.001,11,5.702148120235714
100,10000,0.5,0.001,12,8.075983229759071
100,10000,0.5,0.001,13,5.332780302315929
100,10000,0.5,0.001,14,2.4984580026960552
100,10000,0.5,0.001,15,3.7488764923440465
100,10000,0.5,0.001,16,2.788662308491766
100,10000,0.5,0.001,17,3.2751415558184362
100,10000,0.5,0.001,18,5.2817017675135185
100,10000,0.5,0.001,19,6.280141372884747
100,10000,0.5,0.001,20,3.0654855778686905
100,10000,0.5,0.001,21,4.6251023440645715
100,10000,0.5,0.001,22,6.348891040817153
100,10000,0.5,0.001,23,2.658219599924263
100,10000,0.5,0.001,24,6.865409442293258
100,10000,0.5,0.001,25,3.6817226364600817
100,10000,0.5,0.001,26,3.9507148677753694
100,10000,0.5,0.001,27,2.5926820519142497
100,10000,0.5,0.001,28,5.030128870499988
100,10000,0.5,0.001,29,4.286378731438329
100,10000,0.5,0.001,30,1.554536001003306
100,10000,0.5,0.001,31,3.317797781955413
100,10000,0.5,0.001,32,4.609584411384233
100,10000,0.5,0.001,33,1.3148314688333724
100,10000,0.5,0.001,34,5.207489240318122
100,10000,0.5,0.001,35,3.0900785878099413
100,10000,0.5,0.001,36,4.290984823932321
100,10000,0.5,0.001,37,8.074067823020595
100,10000,0.5,0.001,38,6.41519586307537
100,10000,0.5,0.001,39,5.494432489413849
100,10000,0.5,0.001,40,5.886812715228876
100,10000,0.5,0.001,41,3.3657898267689275
100,10000,0.5,0.001,42,5.527302273650659
100,10000,0.5,0.001,43,9.142045549099034
100,10000,0.5,0.001,44,3.266950910084491
100,10000,0.5,0.001,45,4.954120562307514
100,10000,0.5,0.001,46,2.5282772523934085
100,10000,0.5,0.001,47,5.897740443821641
100,10000,0.5,0.001,48,2.341093061652541
100,10000,0.5,0.001,49,2.8704377003021557
100,10000,0.5,0.001,50,3.1354864180438904
100,10000,0.5,0.001,51,2.910061223375764
100,10000,0.5,0.001,52,6.284778716744957
100,10000,0.5,0.001,53,1.9258763370231273
100,10000,0.5,0.001,54,1.9551401059216498
100,10000,0.5,0.001,55,3.259655389979625
100,10000,0.5,0.001,56,4.358164443539691
100,10000,0.5,0.001,57,6.20178822703097
100,10000,0.5,0.001,58,6.063463568406834
100,10000,0.5,0.001,59,2.860542422269635
100,10000,0.5,0.001,60,4.588796405950999
100,10000,0.5,0.001,61,7.026341405055868
100,10000,0.5,0.001,62,3.845566548295965
100,10000,0.5,0.001,63,1.7483608927941505
100,10000,0.5,0.001,64,4.116990534019438
100,10000,0.5,0.001,65,4.46042680156465
100,10000,0.5,0.001,66,9.858341641845065
100,10000,0.5,0.001,67,2.19184911977582
100,10000,0.5,0.001,68,3.776705558748377
100,10000,0.5,0.001,69,3.2974686976396548
100,10000,0.5,0.001,70,2.4493329862454347
100,10000,0.5,0.001,71,2.1536982065818693
100,10000,0.5,0.001,72,7.6043143472182155
100,10000,0.5,0.001,73,4.897986154642042
100,10000,0.5,0.001,74,3.3284754001444288
100,10000,0.5,0.001,75,5.228337408627746
100,10000,0.5,0.001,76,3.3832452484742017
100,10000,0.5,0.001,77,3.441616652287675
100,10000,0.5,0.001,78,4.510410479740967
100,10000,0.5,0.001,79,3.0727306211840713
100,10000,0.5,0.001,80,3.2127132320452034
100,10000,0.5,0.001,81,3.3815996213232102
100,10000,0.5,0.001,82,3.855377638478819
100,10000,0.5,0.001,83,2.733214947653193
100,10000,0.5,0.001,84,2.7159932389995682
100,10000,0.5,0.001,85,5.600854837226748
100,10000,0.5,0.001,86,2.975743796465469
100,10000,0.5,0.001,87,3.3531081796564592
100,10000,0.5,0.001,88,2.4856973966212172
100,10000,0.5,0.001,89,4.046192997018465
100,10000,0.5,0.001,90,2.027405599129786
100,10000,0.5,0.001,91,2.9746240059505893
100,10000,0.5,0.001,92,3.5383924325296707
100,10000,0.5,0.001,93,1.9950134901310457
100,10000,0.5,0.001,94,7.999738322206799
100,10000,0.5,0.001,95,4.875946169688023
100,10000,0.5,0.001,96,3.8005526390323006
100,10000,0.5,0.001,97,4.083140632258528
100,10000,0.5,0.001,98,2.2903529964867806
100,10000,0.5,0.001,99,6.837710727385101
100,10000,0.5,0.001,100,5.930768779593096
100,20000,0.5,0.001,1,9.28951016515007
100,20000,0.5,0.001,2,8.41221440174306
100,20000,0.5,0.001,3,3.03441397165858
100,20000,0.5,0.001,4,3.732537082553568
100,20000,0.5,0.001,5,5.8459378422037975
100,20000,0.5,0.001,6,8.083750104926107
100,20000,0.5,0.001,7,8.835888892284647
100,20000,0.5,0.001,8,5.0870236704038065
100,20000,0.5,0.001,9,9.363899048699327
100,20000,0.5,0.001,10,5.281751116514568
100,20000,0.5,0.001,11,3.0053024789495755
100,20000,0.5,0.001,12,4.783602925573473
100,20000,0.5,0.001,13,7.544209555040581
100,20000,0.5,0.001,14,7.6748606426174675
100,20000,0.5,0.001,15,6.713670958582898
100,20000,0.5,0.001,16,5.115607954829999
100,20000,0.5,0.001,17,9.872914264909557
100,20000,0.5,0.001,18,4.729498765901587
100,20000,0.5,0.001,19,8.274424860990454
100,20000,0.5,0.001,20,6.0379026637623
100,20000,0.5,0.001,21,8.895667444487666
100,20000,0.5,0.001,22,5.941289761285478
100,20000,0.5,0.001,23,5.359486469261698
100,20000,0.5,0.001,24,8.364042552493832
100,20000,0.5,0.001,25,1.9989579348297934
100,20000,0.5,0.001,26,4.520338052046229
100,20000,0.5,0.001,27,8.606330413802388
100,20000,0.5,0.001,28,6.574252791295175
100,20000,0.5,0.001,29,7.167307518378568
100,20000,0.5,0.001,30,6.5326449231185055
100,20000,0.5,0.001,31,4.644553950198012
100,20000,0.5,0.001,32,3.64322338160477
100,20000,0.5,0.001,33,4.335153122492792
100,20000,0.5,0.001,34,10.365534421917516
100,20000,0.5,0.001,35,7.307698579739432
100,20000,0.5,0.001,36,3.233836000452027
100,20000,0.5,0.001,37,6.7147527902749955
100,20000,0.5,0.001,38,6.987009379994352
100,20000,0.5,0.001,39,5.615309412427875
100,20000,0.5,0.001,40,9.082760235436902
100,20000,0.5,0.001,41,5.199599739621421
100,20000,0.5,0.001,42,4.904386871174767
100,20000,0.5,0.001,43,4.484137262349745
100,20000,0.5,0.001,44,4.555360081092319
100,20000,0.5,0.001,45,2.8667243405612837
100,20000,0.5,0.001,46,4.971529415875475
100,20000,0.5,0.001,47,8.0157923553917
100,20000,0.5,0.001,48,5.447476600120943
100,20000,0.5,0.001,49,8.65151828888563
100,20000,0.5,0.001,50,2.976232925618754
100,20000,0.5,0.001,51,4.442778185867291
100,20000,0.5,0.001,52,8.63856626287211
100,20000,0.5,0.001,53,4.117228909318783
100,20000,0.5,0.001,54,7.78492553071165
100,20000,0.5,0.001,55,4.830977890456954
100,20000,0.5,0.001,56,13.465539241433117
100,20000,0.5,0.001,57,9.034576790669174
100,20000,0.5,0.001,58,4.4255221050937505
100,20000,0.5,0.001,59,2.735981402574005
100,20000,0.5,0.001,60,9.217542635732842
100,20000,0.5,0.001,61,4.19631710621036
100,20000,0.5,0.001,62,6.248241342411232
100,20000,0.5,0.001,63,3.8098617767778036
100,20000,0.5,0.001,64,7.520154482590973
100,20000,0.5,0.001,65,5.354728172914106
100,20000,0.5,0.001,66,7.637123093328322
100,20000,0.5,0.001,67,4.812934911526909
100,20000,0.5,0.001,68,4.31054242079766
100,20000,0.5,0.001,69,5.234621546451758
100,20000,0.5,0.001,70,8.66860261316532
100,20000,0.5,0.001,71,7.986091923795248
100,20000,0.5,0.001,72,5.774818645041099
100,20000,0.5,0.001,73,9.581835533991693
100,20000,0.5,0.001,74,6.768893960933957
100,20000,0.5,0.001,75,2.4152895324695103
100,20000,0.5,0.001,76,5.045248367566421
100,20000,0.5,0.001,77,6.74394326581672
100,20000,0.5,0.001,78,10.521168304636968
100,20000,0.5,0.001,79,6.685052336131603
100,20000,0.5,0.001,80,5.537990856020296
100,20000,0.5,0.001,81,6.780628774420097
100,20000,0.5,0.001,82,4.6229858426052655
100,20000,0.5,0.001,83,8.057472411408638
100,20000,0.5,0.001,84,3.5741266135139593
100,20000,0.5,0.001,85,8.85982470458886
100,20000,0.5,0.001,86,3.6566021749973903
100,20000,0.5,0.001,87,8.06208219730638
100,20000,0.5,0.001,88,4.907307232874618
100,20000,0.5,0.001,89,6.744593556961218
100,20000,0.5,0.001,90,4.502830634207558
100,20000,0.5,0.001,91,8.740461774861753
100,20000,0.5,0.001,92,5.8504288585517426
100,20000,0.5,0.001,93,7.49766726985502
100,20000,0.5,0.001,94,8.329245386619563
100,20000,0.5,0.001,95,5.312296577846522
100,20000,0.5,0.001,96,5.469017411047187
100,20000,0.5,0.001,97,6.9392722435163865
100,20000,0.5,0.001,98,8.207764338436153
100,20000,0.5,0.001,99,6.891206462856182
100,20000,0.5,0.001,100,10.895267186329827
100,5000,0.5,0.001,1,3.806118341711813
100,5000,0.5,0.001,2,4.492647996166861
100,5000,0.5,0.001,3,5.690125274954987
100,5000,0.5,0.001,4,3.948317221225838
100,5000,0.5,0.001,5,1.812115796517506
100,5000,0.5,0.001,6,-0.30921535527364863
100,5000,0.5,0.001,7,0.6827592188629219
100,5000,0.5,0.001,8,2.220225464246256
100,5000,0.5,0.001,9,2.5170362260347026
100,5000,0.5,0.001,10,3.3383073209308387
100,5000,0.5,0.001,11,1.6519384593940756
100,5000,0.5,0.001,12,2.648733985245734
100,5000,0.5,0.001,13,2.9943907575651694
100,5000,0.5,0.001,14,3.0541202147384734
100,5000,0.5,0.001,15,3.036501020557748
100,5000,0.5,0.001,16,1.042944344101028
100,5000,0.5,0.001,17,3.6706385130053167
100,5000,0.5,0.001,18,1.9193799709349513
100,5000,0.5,0.001,19,2.014102043155599
100,5000,0.5,0.001,20,0.7015644847501572
100,5000,0.5,0.001,21,3.8554344519163832
100,5000,0.5,0.001,22,1.664932181479545
100,5000,0.5,0.001,23,1.2118900744723877
100,5000,0.5,0.001,24,2.720801982873083
100,5000,0.5,0.001,25,1.9364582997157176
100,5000,0.5,0.001,26,2.1833824403069686
100,5000,0.5,0.001,27,3.196255390507302
100,5000,0.5,0.001,28,4.4474318254242124
100,5000,0.5,0.001,29,2.2733956243343014
100,5000,0.5,0.001,30,3.4723249999734547
100,5000,0.5,0.001,31,2.8230029451875263
100,5000,0.5,0.001,32,0.8113780179229622
100,5000,0.5,0.001,33,6.200995651894229
100,5000,0.5,0.001,34,0.3958623219218915
100,5000,0.5,0.001,35,2.7542332224708064
100,5000,0.5,0.001,36,8.65394499417495
100,5000,0.5,0.001,37,4.244299987090971
100,5000,0.5,0.001,38,3.2406415216000326
100,5000,0.5,0.001,39,4.588864654637806
100,5000,0.5,0.001,40,2.3783299116059196
100,5000,0.5,0.001,41,3.0828893504189727
100,5000,0.5,0.001,42,4.117597177942924
100,5000,0.5,0.001,43,7.763879516068041
100,5000,0.5,0.001,44,5.4496875321142495
100,5000,0.5,0.001,45,6.504089347313375
100,5000,0.5,0.001,46,1.0747027965491354
100,5000,0.5,0.001,47,2.581661609638915
100,5000,0.5,0.001,48,2.232454186611246
100,5000,0.5,0.001,49,3.166130239881795
100,5000,0.5,0.001,50,2.496875762600152
100,5000,0.5,0.001,51,4.881652649693143
100,5000,0.5,0.001,52,4.5121440787208416
100,5000,0.5,0.001,53,2.556384162447545
100,5000,0.5,0.001,54,2.14764203094253
100,5000,0.5,0.001,55,1.7351125914261898
100,5000,0.5,0.001,56,2.2214236734880877
100,5000,0.5,0.001,57,3.50208448856836
100,5000,0.5,0.001,58,1.7349115180826802
100,5000,0.5,0.001,59,5.146741918987864
100,5000,0.5,0.001,60,3.723965600316248
100,5000,0.5,0.001,61,5.854459236375796
100,5000,0.5,0.001,62,3.675197698175369
100,5000,0.5,0.001,63,5.168583524465311
100,5000,0.5,0.001,64,0.5646879735343904
100,5000,0.5,0.001,65,1.1094201574631306
100,5000,0.5,0.001,66,3.8698206098622503
100,5000,0.5,0.001,67,2.424397066470674
100,5000,0.5,0.001,68,2.523635439813499
100,5000,0.5,0.001,69,2.2208040155597475
100,5000,0.5,0.001,70,3.948331978448193
100,5000,0.5,0.001,71,2.239525796525308
100,5000,0.5,0.001,72,1.0811120367004228
100,5000,0.5,0.001,73,4.978418506365742
100,5000,0.5,0.001,74,3.419128709192033
100,5000,0.5,0.001,75,7.091689903414137
100,5000,0.5,0.001,76,1.442815352003767
100,5000,0.5,0.001,77,0.5062138637830178
100,5000,0.5,0.001,78,2.3999085560321674
100,5000,0.5,0.001,79,0.5191511068395853
100,5000,0.5,0.001,80,3.2077217092267585
100,5000,0.5,0.001,81,3.723414260337476
100,5000,0.5,0.001,82,5.320262656821289
100,5000,0.5,0.001,83,3.9218702845218516
100,5000,0.5,0.001,84,3.5860661341290196
100,5000,0.5,0.001,85,3.705972999042748
100,5000,0.5,0.001,86,2.1237711923259828
100,5000,0.5,0.001,87,3.101001966723868
100,5000,0.5,0.001,88,2.4409818967076546
100,5000,0.5,0.001,89,4.259970428537547
